order_id,customer_id,order_date,category,price_per_unit,quantity,total_amount,discount_rate,final_amount,payment_method,order_status,review_score,city,delivery_days,review_missing_flag,delivery_days_missing_flag
ORD004699,CUST01179,2021-07-17,F&B,33243.7,2,66487.4,0.1,59838.66,Debit Card,Delivered,4.0,Semarang,7.0,0,0
ORD010751,CUST03495,2022-07-10,Books,354534.94,2,709069.88,0.15,602709.4,Credit Card,Delivered,2.0,Medan,2.0,0,0
ORD003321,CUST02150,2021-07-29,Automotive,27597.14,1,27597.14,0.0,19318.0,Credit Card,Delivered,5.0,Palembang,7.0,0,0
ORD005193,CUST00507,2023-06-20,Fashion,257853.28,5,1289266.4,0.0,1289266.4,E-Wallet,Shipped,4.0,Medan,,0,1
ORD010465,CUST01359,2023-03-22,Beauty,197349.9,1,197349.9,0.2,157879.92,Credit Card,Delivered,5.0,Tangerang,7.0,0,1
ORD004469,CUST04441,2023-11-02,Sports,624783.47,2,1249566.94,0.0,1249566.94,Debit Card,Shipped,5.0,Unknown,,0,1
ORD012447,CUST03602,2021-12-12,Sports,70117.46,1,70117.46,0.0,70117.46,Credit Card,Shipped,3.0,Medan,,0,1
ORD004774,CUST04863,2023-05-24,F&B,94658.47,2,189316.94,0.0,189316.94,Bank Transfer,Processing,5.0,Semarang,,0,1
ORD006576,CUST00688,2023-03-05,Books,34182.18,3,102546.54,0.5,51273.27,Credit Card,Delivered,5.0,Bogor,14.0,0,0
ORD016796,CUST02148,2022-09-22,Books,215005.01,4,860020.04,0.0,860020.04,Debit Card,Shipped,4.0,Surabaya,,0,1
ORD004710,CUST03551,2023-01-06,Sports,723195.65,2,1446391.3,0.0,1446391.3,Credit Card,Delivered,5.0,Semarang,1.0,0,0
ORD000848,CUST00244,2023-06-26,Beauty,354313.19,1,354313.19,0.3,248019.23,Credit Card,Delivered,5.0,Palembang,13.0,0,0
ORD015985,CUST01751,2021-11-07,Sports,741175.49,2,1482350.98,0.05,1408233.43,E-Wallet,Cancelled,5.0,Bogor,,0,1
ORD000839,CUST03408,2023-10-09,Sports,137840.54,1,137840.54,0.05,130948.51,Credit Card,Delivered,4.0,Semarang,6.0,0,0
ORD008741,CUST02037,2021-04-06,Books,3376710.27,1,3376710.27,0.15,2870203.73,Bank Transfer,Processing,3.0,Depok,,0,1
ORD011126,CUST04800,2023-08-02,Electronics,486636.24,2,973272.48,0.0,973272.48,Debit Card,Processing,4.0,Surabaya,,1,1
ORD007533,CUST00502,2021-06-06,Beauty,499405.71,1,499405.71,0.0,499405.71,COD,Delivered,3.0,Palembang,6.0,0,0
ORD019078,CUST03692,2021-06-18,F&B,787687.84,1,787687.84,0.0,630150.27,E-Wallet,Shipped,1.0,Depok,,0,1
ORD007760,CUST00460,2021-05-07,Health,942341.28,2,1884682.56,0.0,1884682.56,E-Wallet,Processing,2.0,Semarang,,0,1
ORD004598,CUST04108,2022-03-05,Beauty,63513.22,4,254052.88,0.0,241350.24,Credit Card,Cancelled,2.0,Medan,,0,1
ORD009610,CUST00496,2022-02-27,Toys,249129.33,1,249129.33,0.1,224216.4,Credit Card,Delivered,2.0,Semarang,7.0,0,1
ORD005786,CUST03207,2023-07-09,F&B,430669.62,1,430669.62,0.5,215334.81,Unknown,Delivered,4.0,Bogor,14.0,0,0
ORD018631,CUST04798,2022-01-19,Electronics,999487.49,1,999487.49,0.2,799589.99,Bank Transfer,Delivered,2.0,Bogor,8.0,0,0
ORD019774,CUST02166,2023-12-04,Toys,89006.74,3,267020.22,0.25,200265.16,Credit Card,Shipped,5.0,Depok,,0,1
ORD000605,CUST01701,2021-04-11,Beauty,213062.79,1,213062.79,0.0,213062.79,Credit Card,Delivered,5.0,Jakarta,11.0,0,0
ORD014741,CUST00038,2023-08-29,Home & Living,226476.55,3,679429.65,0.5,339714.83,Debit Card,Shipped,3.0,Surabaya,,0,1
ORD010271,CUST02149,2023-10-19,Beauty,257915.17,10,2579151.7,0.5,1289575.85,E-Wallet,Delivered,5.0,Bandung,13.0,0,0
ORD017895,CUST02801,2021-01-30,Books,85690.64,1,85690.64,0.0,85690.64,Credit Card,Delivered,3.0,Tangerang,8.0,0,0
ORD007226,CUST00552,2021-03-06,Automotive,447870.92,2,895741.84,0.3,627019.29,E-Wallet,Delivered,5.0,Medan,8.0,0,0
ORD002312,CUST03614,2023-08-06,Automotive,471384.52,1,471384.52,0.0,471384.52,E-Wallet,Delivered,4.0,Bogor,14.0,0,0
ORD012536,CUST00973,2023-09-17,Health,17954.93,1,17954.93,0.3,12568.45,COD,Cancelled,4.0,Tangerang,,0,1
ORD015263,CUST02598,2023-01-12,Toys,412243.62,1,412243.62,0.0,412243.62,Credit Card,Delivered,1.0,Jakarta,2.0,0,0
ORD018519,CUST04709,2021-04-18,Home & Living,91013.3,5,455066.5,0.0,455066.5,Unknown,Delivered,5.0,Bogor,8.0,0,0
ORD001983,CUST04595,2022-11-24,Fashion,51082.75,1,51082.75,0.0,51082.75,Bank Transfer,Delivered,3.0,Medan,14.0,0,0
ORD012659,CUST01505,2021-05-24,Electronics,84471.93,10,844719.3,0.0,844719.3,COD,Delivered,3.0,Depok,3.0,0,0
ORD008392,CUST01168,2021-01-28,Books,217226.73,1,217226.73,0.3,152058.71,Debit Card,Delivered,4.0,Surabaya,4.0,0,0
ORD008678,CUST02459,2023-04-20,Sports,135008.58,1,135008.58,0.0,135008.58,Bank Transfer,Delivered,3.0,Tangerang,5.0,0,0
ORD011463,CUST01575,2022-11-28,Fashion,89190.09,1,89190.09,0.5,44595.04,Bank Transfer,Processing,2.0,Makassar,,0,1
ORD005729,CUST03857,2021-11-30,Sports,477251.84,2,954503.68,0.5,477251.84,Credit Card,Delivered,4.0,Bogor,10.0,0,0
ORD002824,CUST04087,2022-01-05,Books,94457.29,1,94457.29,0.0,66120.1,Credit Card,Delivered,4.0,Bandung,5.0,0,0
ORD004552,CUST03685,2021-11-15,Fashion,87102.23,1,87102.23,0.5,43551.11,Credit Card,Delivered,3.0,Surabaya,8.0,0,0
ORD005337,CUST01696,2021-06-03,Electronics,723164.7,3,2169494.1,0.15,1844069.99,Bank Transfer,Delivered,5.0,Depok,9.0,0,0
ORD011438,CUST04679,2022-12-20,Home & Living,33817.28,1,33817.28,0.05,32126.42,Bank Transfer,Delivered,3.0,Palembang,11.0,0,0
ORD004454,CUST03398,2021-10-18,Toys,663525.37,20,13270507.4,0.0,13270507.4,E-Wallet,Delivered,3.0,Surabaya,13.0,0,0
ORD008187,CUST04143,2022-10-04,Electronics,96026.7,3,288080.1,0.25,216060.07,Credit Card,Delivered,1.0,Depok,2.0,0,0
ORD012094,CUST00593,2023-02-04,Electronics,997861.12,10,9978611.2,0.3,6985027.84,Unknown,Delivered,4.0,Bogor,13.0,0,0
ORD011354,CUST04822,2022-09-02,Fashion,874391.27,2,1748782.54,0.0,1748782.54,Debit Card,Processing,5.0,Medan,,0,1
ORD003750,CUST02750,2022-09-24,Health,72887.74,1,72887.74,0.25,54665.81,Bank Transfer,Delivered,5.0,Bandung,12.0,0,0
ORD010395,CUST04544,2023-11-23,Automotive,155891.95,4,623567.8,0.2,498854.24,Credit Card,Delivered,2.0,Bandung,3.0,0,0
ORD008002,CUST02442,2022-10-19,Electronics,14497.53,5,72487.65,0.15,61614.5,COD,Delivered,4.0,Makassar,5.0,0,0
ORD018471,CUST03097,2022-06-27,Books,75193.03,4,300772.12,0.1,270694.91,Debit Card,Cancelled,3.0,Surabaya,,0,1
ORD010987,CUST00232,2022-07-04,Books,441764.52,1,441764.52,0.3,309235.16,Unknown,Cancelled,5.0,Tangerang,,0,1
ORD011575,CUST00180,2021-10-27,Automotive,66188.96,2,132377.92,0.1,119140.13,COD,Delivered,4.0,Surabaya,7.0,1,1
ORD019515,CUST04277,2023-06-06,F&B,182539.78,1,182539.78,0.3,127777.85,Debit Card,Delivered,5.0,Tangerang,6.0,0,0
ORD009080,CUST04583,2021-11-07,Beauty,207162.17,2,414324.34,0.0,414324.34,Bank Transfer,Shipped,5.0,Bogor,,0,1
ORD000525,CUST01726,2021-12-08,F&B,204703.71,2,409407.42,0.0,409407.42,E-Wallet,Delivered,2.0,Jakarta,13.0,0,0
ORD017134,CUST04944,2023-02-07,Health,1115310.8,2,2230621.6,0.15,1896028.36,Bank Transfer,Delivered,4.0,Palembang,6.0,0,0
ORD009140,CUST03529,2022-05-22,F&B,983442.53,2,1966885.06,0.0,1966885.06,Credit Card,Processing,4.0,Bandung,,0,1
ORD008451,CUST01744,2022-01-09,Fashion,246060.8,5,1230304.0,0.0,1230304.0,E-Wallet,Cancelled,4.0,Depok,,0,1
ORD018231,CUST00033,2022-11-14,Books,540622.37,1,540622.37,0.5,270311.18,Credit Card,Delivered,5.0,Tangerang,3.0,0,0
ORD018758,CUST03524,2021-12-13,Health,831089.09,1,831089.09,0.0,415544.54,E-Wallet,Delivered,4.0,Tangerang,11.0,0,0
ORD015740,CUST03243,2022-05-24,Home & Living,78203.16,1,78203.16,0.0,78203.16,Bank Transfer,Delivered,3.0,Surabaya,13.0,0,0
ORD000123,CUST03633,2023-06-30,Home & Living,174529.74,4,698118.96,0.0,698118.96,Bank Transfer,Delivered,5.0,Makassar,1.0,0,0
ORD004367,CUST04597,2022-04-17,Automotive,947346.82,1,947346.82,0.1,852612.14,COD,Processing,1.0,Tangerang,,0,1
ORD013015,CUST01684,2023-11-24,Books,440914.49,1,440914.49,0.2,352731.59,Credit Card,Delivered,4.0,Medan,2.0,1,0
ORD019781,CUST02395,2023-08-17,Electronics,589198.79,4,2356795.16,0.0,2356795.16,E-Wallet,Cancelled,2.0,Bandung,,0,1
ORD002303,CUST01743,2022-11-02,Home & Living,43549.59,5,217747.95,0.3,152423.57,E-Wallet,Delivered,2.0,Surabaya,6.0,0,0
ORD007398,CUST03431,2023-07-26,Home & Living,939230.68,1,939230.68,0.2,751384.54,Debit Card,Processing,5.0,Tangerang,,0,1
ORD011610,CUST04717,2021-11-21,F&B,18666.33,3,55998.99,0.05,53199.04,COD,Shipped,5.0,Bandung,,0,1
ORD017731,CUST01959,2022-12-10,Health,563908.24,1,563908.24,0.2,451126.59,COD,Delivered,4.0,Surabaya,10.0,0,0
ORD005821,CUST01445,2021-09-12,Books,132432.38,5,662161.9,0.15,562837.61,Bank Transfer,Delivered,4.0,Depok,8.0,0,0
ORD009198,CUST01201,2022-12-02,Sports,559399.4,3,1678198.2,0.0,1678198.2,Bank Transfer,Delivered,5.0,Surabaya,13.0,0,0
ORD011653,CUST03178,2022-05-08,Sports,200260.59,2,400521.18,0.0,400521.18,E-Wallet,Delivered,4.0,Bandung,6.0,0,0
ORD012915,CUST04147,2021-04-08,Electronics,38810.53,3,116431.59,0.25,87323.69,Debit Card,Delivered,3.0,Makassar,8.0,0,0
ORD017697,CUST04879,2021-07-22,Fashion,294648.06,1,294648.06,0.2,235718.45,COD,Delivered,4.0,Tangerang,2.0,0,0
ORD008881,CUST03826,2021-05-07,F&B,94764.69,1,94764.69,0.5,47382.35,E-Wallet,Processing,4.0,Jakarta,,0,1
ORD003056,CUST04237,2022-11-03,Electronics,181554.71,1,181554.71,0.15,154321.5,Credit Card,Delivered,5.0,Palembang,7.0,0,0
ORD003567,CUST04022,2022-08-24,Sports,715035.37,3,2145106.11,0.5,1072553.05,Credit Card,Delivered,5.0,Makassar,7.0,0,1
ORD000049,CUST03106,2021-12-23,Health,125040.6,1,125040.6,0.2,100032.48,Credit Card,Delivered,4.0,Medan,7.0,0,1
ORD010325,CUST04783,2021-08-22,Electronics,23700.23,3,71100.69,0.0,56880.55,Debit Card,Cancelled,3.0,Bandung,,0,1
ORD000502,CUST00039,2022-06-19,Beauty,102207.27,10,1022072.7,0.3,715450.89,Credit Card,Delivered,4.0,Makassar,2.0,1,0
ORD003186,CUST04267,2021-07-19,Automotive,214900.19,4,859600.76,0.0,859600.76,E-Wallet,Delivered,3.0,Jakarta,11.0,0,0
ORD014306,CUST00313,2022-05-09,Books,325234.13,1,325234.13,0.3,227663.89,E-Wallet,Delivered,4.0,Makassar,1.0,0,0
ORD000230,CUST02651,2022-05-24,Electronics,293696.74,4,1174786.96,0.0,939829.57,Debit Card,Delivered,3.0,Makassar,5.0,0,0
ORD015154,CUST03557,2021-04-12,Home & Living,117387.19,1,117387.19,0.0,117387.19,Unknown,Cancelled,1.0,Tangerang,,0,1
ORD012194,CUST03547,2023-07-07,Beauty,137972.79,3,413918.37,0.15,351830.61,E-Wallet,Delivered,5.0,Tangerang,7.0,0,1
ORD002825,CUST01427,2022-03-12,Sports,392148.12,2,784296.24,0.0,784296.24,E-Wallet,Shipped,3.0,Semarang,,0,1
ORD008773,CUST02597,2021-11-15,Automotive,106316.86,1,106316.86,0.0,106316.86,Debit Card,Delivered,5.0,Bogor,13.0,0,0
ORD017861,CUST01352,2023-06-04,Toys,316024.37,5,1580121.85,0.0,1580121.85,Bank Transfer,Delivered,4.0,Jakarta,3.0,0,0
ORD003008,CUST02065,2023-09-05,Sports,211369.45,1,211369.45,0.5,105684.73,Bank Transfer,Delivered,4.0,Bandung,2.0,0,0
ORD014619,CUST03743,2023-04-18,Automotive,94326.77,2,188653.54,0.0,188653.54,E-Wallet,Delivered,5.0,Palembang,7.0,0,1
ORD012780,CUST02605,2022-08-05,Beauty,1159405.07,2,2318810.14,0.0,2318810.14,Credit Card,Shipped,5.0,Palembang,,0,1
ORD017514,CUST04269,2021-06-18,Electronics,1000.0,2,1159278.18,0.05,1101314.27,E-Wallet,Cancelled,5.0,Makassar,,0,1
ORD004306,CUST04079,2021-05-19,Automotive,290496.89,4,1161987.56,0.0,1161987.56,Credit Card,Delivered,2.0,Bandung,11.0,0,0
ORD019954,CUST04707,2021-08-11,Toys,398141.99,2,796283.98,0.0,796283.98,COD,Delivered,5.0,Bandung,2.0,0,0
ORD001075,CUST00872,2022-11-25,Fashion,61603.61,1,61603.61,0.0,61603.61,COD,Processing,4.0,Bandung,,0,1
ORD010943,CUST00208,2021-10-19,Beauty,369414.68,1,369414.68,0.2,295531.74,COD,Delivered,4.0,Medan,11.0,0,0
ORD019434,CUST04360,2021-10-31,Books,507102.94,1,507102.94,0.15,431037.5,Credit Card,Delivered,5.0,Palembang,6.0,0,0
ORD017639,CUST03905,2021-08-22,Electronics,544157.68,10,5441576.8,0.2,4353261.44,Credit Card,Shipped,4.0,Unknown,,0,1
ORD007654,CUST01187,2022-05-03,F&B,646169.83,3,1938509.49,0.2,1550807.59,Credit Card,Delivered,1.0,Bogor,8.0,0,0
ORD007211,CUST04627,2023-05-16,Electronics,385421.97,1,385421.97,0.0,385421.97,Bank Transfer,Delivered,5.0,Palembang,7.0,0,0
ORD012569,CUST04847,2022-11-24,Sports,72435.76,1,72435.76,0.25,54326.82,COD,Returned,5.0,Jakarta,,0,1
ORD002945,CUST04052,2022-03-19,F&B,250815.3,1,250815.3,0.1,225733.77,Unknown,Delivered,4.0,Tangerang,8.0,0,0
ORD017381,CUST04929,2021-11-06,Home & Living,1202523.68,1,1202523.68,0.5,601261.84,Debit Card,Cancelled,4.0,Semarang,,0,1
ORD010911,CUST04920,2022-08-31,Home & Living,108331.83,3,324995.49,0.2,259996.39,Bank Transfer,Processing,4.0,Surabaya,,0,1
ORD015828,CUST04178,2023-10-16,Home & Living,37171.36,1,37171.36,0.0,37171.36,Debit Card,Delivered,1.0,Medan,14.0,0,0
ORD003552,CUST04307,2021-04-14,Automotive,946133.6,4,3784534.4,0.0,1892267.2,E-Wallet,Delivered,4.0,Makassar,3.0,1,0
ORD008639,CUST04307,2021-04-23,Fashion,74220.06,2,148440.12,0.3,103908.08,Debit Card,Delivered,5.0,Medan,8.0,0,0
ORD010363,CUST03956,2022-06-10,Sports,509677.2,1,509677.2,0.0,509677.2,E-Wallet,Delivered,3.0,Surabaya,2.0,0,0
ORD004434,CUST03627,2021-05-29,Health,117975.59,2,235951.18,0.0,235951.18,E-Wallet,Delivered,5.0,Semarang,4.0,0,0
ORD015351,CUST02615,2022-11-18,F&B,703877.59,1,703877.59,0.2,563102.07,COD,Processing,2.0,Unknown,,0,1
ORD004162,CUST00195,2023-07-10,F&B,178725.95,1,178725.95,0.1,160853.36,Bank Transfer,Cancelled,5.0,Medan,,0,1
ORD003118,CUST02159,2023-07-13,F&B,345188.54,1,345188.54,0.0,345188.54,Credit Card,Delivered,4.0,Surabaya,7.0,1,1
ORD019930,CUST04665,2023-07-12,Books,252898.61,1,252898.61,0.2,202318.89,Credit Card,Processing,5.0,Bogor,,0,1
ORD006879,CUST00869,2021-10-01,Automotive,618131.32,5,3090656.6,0.2,2472525.28,Credit Card,Delivered,5.0,Bogor,10.0,0,0
ORD017702,CUST00498,2022-05-11,Health,80460.92,10,804609.2,0.05,764378.74,Debit Card,Delivered,5.0,Depok,11.0,0,0
ORD010261,CUST01419,2021-10-14,Health,79187.36,1,79187.36,0.0,79187.36,Credit Card,Delivered,5.0,Unknown,7.0,0,0
ORD011233,CUST03340,2021-07-16,Sports,6590.28,3,19770.84,0.0,19770.84,E-Wallet,Delivered,5.0,Palembang,3.0,0,0
ORD005323,CUST04157,2021-02-23,Health,71555.27,3,214665.81,0.0,214665.81,COD,Delivered,5.0,Tangerang,1.0,0,0
ORD015240,CUST04691,2021-08-16,Fashion,41577.17,2,83154.34,0.15,70681.19,COD,Delivered,4.0,Bandung,4.0,0,0
ORD014341,CUST01587,2021-11-11,Sports,194565.55,1,194565.55,0.3,136195.88,COD,Delivered,5.0,Semarang,13.0,0,0
ORD002420,CUST03823,2023-04-30,Electronics,126733.05,10,1267330.5,0.2,1013864.4,Credit Card,Shipped,5.0,Makassar,,0,1
ORD019146,CUST03360,2022-05-25,Electronics,21366.51,1,21366.51,0.0,21366.51,Credit Card,Delivered,4.0,Bandung,5.0,0,0
ORD017567,CUST04348,2022-02-04,Electronics,138873.78,10,1388737.8,0.25,1041553.35,E-Wallet,Delivered,5.0,Tangerang,13.0,0,0
ORD007171,CUST02299,2021-06-11,Home & Living,262954.4,20,5259088.0,0.15,4470224.8,Unknown,Delivered,4.0,Bogor,13.0,0,0
ORD015483,CUST03719,2021-11-13,Books,319517.95,1,319517.95,0.05,303542.05,E-Wallet,Delivered,1.0,Tangerang,6.0,0,0
ORD014908,CUST01775,2023-01-30,Home & Living,3201766.72,1,3201766.72,0.15,2721501.71,COD,Delivered,5.0,Tangerang,6.0,0,0
ORD001018,CUST04376,2023-07-01,Beauty,70904.9,1,70904.9,0.15,60269.16,Bank Transfer,Delivered,4.0,Depok,4.0,0,0
ORD013802,CUST04081,2022-03-24,F&B,173141.19,1,173141.19,0.2,138512.95,Debit Card,Shipped,4.0,Makassar,,0,1
ORD012470,CUST01812,2022-09-21,Beauty,192427.7,1,192427.7,0.0,192427.7,Debit Card,Shipped,2.0,Depok,,0,1
ORD008541,CUST03884,2021-04-14,Home & Living,289924.28,1,289924.28,0.1,260931.85,COD,Delivered,5.0,Semarang,3.0,0,0
ORD007744,CUST00382,2021-03-04,Health,63127.01,5,315635.05,0.0,315635.05,COD,Delivered,4.0,Semarang,9.0,0,0
ORD001929,CUST00767,2021-02-16,Beauty,271308.65,2,542617.3,0.5,271308.65,COD,Delivered,5.0,Semarang,7.0,0,1
ORD019043,CUST03926,2021-02-05,F&B,253776.83,1,253776.83,0.25,190332.62,E-Wallet,Delivered,3.0,Medan,4.0,0,0
ORD000351,CUST00284,2022-05-19,Sports,403683.46,3,1211050.38,0.2,968840.3,E-Wallet,Delivered,5.0,Semarang,7.0,0,1
ORD014653,CUST00148,2021-10-12,Toys,63564.57,1,63564.57,0.1,57208.11,Unknown,Cancelled,5.0,Semarang,,0,1
ORD000224,CUST03334,2023-09-02,Toys,61700.18,1,61700.18,0.1,55530.16,COD,Delivered,4.0,Surabaya,7.0,0,1
ORD006031,CUST04682,2022-03-22,Automotive,10957.77,1,10957.77,0.5,5478.89,Credit Card,Processing,5.0,Bogor,,0,1
ORD019766,CUST02079,2022-06-04,Fashion,24785.36,1,24785.36,0.0,24785.36,COD,Delivered,4.0,Depok,13.0,0,0
ORD019730,CUST02488,2022-01-28,Books,65511.28,1,65511.28,0.2,52409.02,Debit Card,Shipped,5.0,Jakarta,,0,1
ORD009180,CUST03394,2022-04-17,Toys,164950.65,4,659802.6,0.5,329901.3,Debit Card,Shipped,4.0,Unknown,,0,1
ORD015648,CUST01655,2023-08-17,Home & Living,304565.99,2,609131.98,0.1,548218.78,Bank Transfer,Delivered,4.0,Medan,7.0,1,0
ORD002501,CUST02969,2022-09-17,Home & Living,15929.0,2,31858.0,0.15,27079.3,COD,Delivered,2.0,Depok,3.0,0,0
ORD019450,CUST01326,2022-10-07,Sports,1626858.35,4,6507433.4,0.0,6507433.4,COD,Delivered,5.0,Bandung,2.0,0,0
ORD003259,CUST01948,2021-05-24,Beauty,375909.75,1,375909.75,0.5,187954.88,Debit Card,Cancelled,5.0,Tangerang,,0,1
ORD000565,CUST00633,2022-10-27,Toys,95280.45,1,95280.45,0.25,71460.34,Debit Card,Shipped,5.0,Surabaya,,0,1
ORD009775,CUST00993,2022-02-01,Beauty,151287.43,1,151287.43,0.15,128594.32,Bank Transfer,Shipped,4.0,Tangerang,,0,1
ORD010368,CUST03612,2022-06-15,Toys,196149.04,1,196149.04,0.15,166726.68,Bank Transfer,Delivered,1.0,Tangerang,5.0,0,0
ORD008090,CUST00953,2021-07-10,Automotive,52380.86,3,157142.58,0.0,157142.58,Unknown,Delivered,5.0,Semarang,2.0,0,0
ORD001810,CUST01592,2023-12-14,Sports,1012452.69,2,2024905.38,0.0,2024905.38,Bank Transfer,Processing,4.0,Surabaya,,0,1
ORD015538,CUST03796,2021-01-09,Health,657779.26,4,2631117.04,0.0,2631117.04,COD,Cancelled,5.0,Bogor,,0,1
ORD003934,CUST04759,2022-10-16,Beauty,657942.08,3,1973826.24,0.0,1381678.37,Debit Card,Delivered,5.0,Depok,10.0,0,0
ORD007960,CUST04300,2021-04-17,Automotive,135442.62,1,135442.62,0.1,121898.36,Debit Card,Shipped,3.0,Medan,,0,1
ORD002791,CUST04978,2022-03-13,F&B,529251.9,1,529251.9,0.3,370476.33,E-Wallet,Delivered,4.0,Palembang,4.0,0,0
ORD003447,CUST02553,2022-03-20,Home & Living,289729.82,1,289729.82,0.25,217297.36,Unknown,Delivered,4.0,Bogor,1.0,0,0
ORD015700,CUST02207,2023-02-05,Fashion,24390.73,1,24390.73,0.15,20732.12,E-Wallet,Delivered,5.0,Depok,11.0,0,0
ORD003536,CUST04763,2022-08-29,Books,192448.61,2,384897.22,0.15,327162.64,COD,Delivered,4.0,Makassar,7.0,0,1
ORD010921,CUST03124,2023-12-18,Books,120264.91,1,120264.91,0.0,120264.91,Credit Card,Shipped,5.0,Surabaya,,0,1
ORD016432,CUST03400,2023-02-07,Health,709950.72,3,2129852.16,0.2,1703881.73,Credit Card,Delivered,5.0,Makassar,7.0,0,0
ORD015869,CUST02770,2023-01-05,Home & Living,396678.93,1,396678.93,0.5,198339.46,E-Wallet,Delivered,2.0,Makassar,3.0,0,0
ORD011932,CUST03377,2022-07-21,Beauty,114593.87,10,1145938.7,0.1,1031344.83,Bank Transfer,Delivered,4.0,Tangerang,2.0,1,0
ORD018093,CUST02568,2022-04-07,Home & Living,966258.05,1,966258.05,0.0,966258.05,Bank Transfer,Shipped,5.0,Palembang,,0,1
ORD007526,CUST04107,2022-05-08,F&B,116733.53,3,350200.59,0.5,175100.3,Debit Card,Delivered,4.0,Jakarta,3.0,0,0
ORD000822,CUST02037,2023-12-08,F&B,116753.95,2,233507.9,0.5,116753.95,Credit Card,Cancelled,1.0,Depok,,0,1
ORD010256,CUST03017,2022-01-26,Fashion,55197.67,1,55197.67,0.2,44158.14,Bank Transfer,Delivered,5.0,Medan,5.0,0,0
ORD018886,CUST03871,2022-01-09,Sports,313738.03,1,313738.03,0.0,313738.03,Debit Card,Shipped,2.0,Depok,,0,1
ORD008279,CUST04367,2023-11-04,Books,166548.88,4,666195.52,0.05,632885.74,Credit Card,Shipped,4.0,Makassar,,1,1
ORD008274,CUST01879,2022-01-17,Books,471815.42,3,1415446.26,0.25,1061584.7,COD,Delivered,5.0,Palembang,8.0,0,0
ORD016614,CUST01993,2022-08-07,Toys,87412.99,20,1748259.8,0.25,1311194.85,COD,Shipped,4.0,Jakarta,,1,1
ORD019685,CUST00050,2021-08-09,Automotive,557946.57,1,557946.57,0.3,390562.6,Credit Card,Delivered,2.0,Depok,10.0,0,0
ORD010890,CUST02500,2023-10-23,Sports,83442.96,2,166885.92,0.2,133508.74,Bank Transfer,Shipped,4.0,Semarang,,1,1
ORD009024,CUST01811,2021-05-18,Home & Living,1020758.9,4,4083035.6,0.15,3470580.26,Debit Card,Delivered,5.0,Palembang,4.0,0,0
ORD012767,CUST04292,2023-01-12,Beauty,52902.3,1,52902.3,0.25,39676.73,Credit Card,Processing,4.0,Semarang,,0,1
ORD012019,CUST02807,2021-03-29,Books,50944.8,5,254724.0,0.15,216515.4,Credit Card,Delivered,3.0,Medan,7.0,0,0
ORD007646,CUST01987,2021-01-27,F&B,100779.5,1,100779.5,0.05,95740.52,Bank Transfer,Delivered,3.0,Unknown,14.0,0,0
ORD015512,CUST04147,2021-03-19,Electronics,44120.41,1,44120.41,0.0,44120.41,Credit Card,Shipped,4.0,Bandung,,0,1
ORD016940,CUST04522,2021-10-30,Electronics,82426.32,1,82426.32,0.25,61819.74,E-Wallet,Delivered,4.0,Surabaya,10.0,1,0
ORD002834,CUST02908,2021-03-09,Home & Living,1887216.39,2,3774432.78,0.05,3585711.14,E-Wallet,Delivered,4.0,Depok,13.0,0,0
ORD011239,CUST00043,2022-02-27,F&B,323877.47,1,323877.47,0.3,226714.23,Credit Card,Processing,5.0,Tangerang,,0,1
ORD010373,CUST00898,2022-09-24,Beauty,229471.44,3,688414.32,0.0,688414.32,E-Wallet,Shipped,3.0,Medan,,0,1
ORD007407,CUST03255,2023-04-05,Beauty,83469.87,3,250409.61,0.5,125204.8,COD,Delivered,4.0,Bogor,2.0,0,0
ORD015368,CUST02971,2023-06-01,Beauty,20202.18,1,20202.18,0.0,20202.18,COD,Delivered,4.0,Surabaya,7.0,0,1
ORD019487,CUST04109,2023-02-03,Health,319344.76,1,319344.76,0.05,303377.52,E-Wallet,Delivered,4.0,Medan,13.0,1,0
ORD008241,CUST00860,2022-01-20,F&B,255010.52,4,1020042.08,0.0,1020042.08,Unknown,Shipped,4.0,Medan,,1,1
ORD011941,CUST00284,2022-01-28,Toys,108842.79,1,108842.79,0.2,87074.23,Credit Card,Processing,4.0,Depok,,0,1
ORD013223,CUST01404,2023-06-30,Toys,100962.55,4,403850.2,0.15,343272.67,E-Wallet,Delivered,4.0,Unknown,13.0,1,0
ORD016209,CUST02707,2021-08-28,Beauty,50845.84,1,50845.84,0.3,35592.09,E-Wallet,Delivered,4.0,Medan,7.0,0,0
ORD009980,CUST00525,2021-02-21,Automotive,458780.25,5,2293901.25,0.05,2179206.19,Credit Card,Delivered,3.0,Makassar,1.0,0,0
ORD013254,CUST04544,2022-09-30,Sports,592372.17,4,2369488.68,0.1,2132539.81,Bank Transfer,Cancelled,5.0,Depok,,0,1
ORD007769,CUST03341,2022-08-19,Sports,385458.32,3,1156374.96,0.0,1156374.96,E-Wallet,Delivered,3.0,Makassar,7.0,0,0
ORD018533,CUST04338,2023-03-23,Fashion,163244.58,10,1632445.8,0.15,1387578.93,COD,Delivered,4.0,Bogor,4.0,0,0
ORD004096,CUST03836,2021-07-19,Beauty,59806.78,1,59806.78,0.2,47845.42,Bank Transfer,Processing,4.0,Medan,,0,1
ORD002690,CUST00756,2023-12-21,Fashion,258084.54,4,1032338.16,0.3,722636.71,Bank Transfer,Shipped,4.0,Palembang,,0,1
